% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: R.A. Fisher
%      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%      (c) Date: July, 1988
% 
% 3. Past Usage:
%    - Publications: too many to mention!!!  Here are a few.
%    1. Fisher,R.A. "The use of multiple measurements in taxonomic problems"
%       Annual Eugenics, 7, Part II, 179-188 (1936); also in "Contributions
%       to Mathematical Statistics" (John Wiley, NY, 1950).
%    2. Duda,R.O., & Hart,P.E. (1973) Pattern Classification and Scene Analysis.
%       (Q327.D83) John Wiley & Sons.  ISBN 0-471-22361-1.  See page 218.
%    3. Dasarathy, B.V. (1980) "Nosing Around the Neighborhood: A New System
%       Structure and Classification Rule for Recognition in Partially Exposed
%       Environments".  IEEE Transactions on Pattern Analysis and Machine
%       Intelligence, Vol. PAMI-2, No. 1, 67-71.
%       -- Results:
%          -- very low misclassification rates (0% for the setosa class)
%    4. Gates, G.W. (1972) "The Reduced Nearest Neighbor Rule".  IEEE 
%       Transactions on Information Theory, May 1972, 431-433.
%       -- Results:
%          -- very low misclassification rates again
%    5. See also: 1988 MLC Proceedings, 54-64.  Cheeseman et al's AUTOCLASS II
%       conceptual clustering system finds 3 classes in the data.
% 
% 4. Relevant Information:
%    --- This is perhaps the best known database to be found in the pattern
%        recognition literature.  Fisher's paper is a classic in the field
%        and is referenced frequently to this day.  (See Duda & Hart, for
%        example.)  The data set contains 3 classes of 50 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of iris plant.
%    --- This is an exceedingly simple domain.
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 4 numeric, predictive attributes and the class
% 
% 7. Attribute Information:
%    1. sepal length in cm
%    2. sepal width in cm
%    3. petal length in cm
%    4. petal width in cm
%    5. class: 
%       -- Iris Setosa
%       -- Iris Versicolour
%       -- Iris Virginica
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
%  	           Min  Max   Mean    SD   Class Correlation
%    sepal length: 4.3  7.9   5.84  0.83    0.7826   
%     sepal width: 2.0  4.4   3.05  0.43   -0.4194
%    petal length: 1.0  6.9   3.76  1.76    0.9490  (high!)
%     petal width: 0.1  2.5   1.20  0.76    0.9565  (high!)
% 
% 9. Class Distribution: 33.3% for each of 3 classes.

@RELATION jk

@ATTRIBUTE P_value	REAL
@ATTRIBUTE S_entropy    REAL
@ATTRIBUTE F3   REAL
@ATTRIBUTE class 	{'coding','non_coding'}

@DATA
0.70800,2.19716,0.02778,'non_coding'
7.65681,2.55526,0.03772,'coding'
0.43655,1.79248,0.01745,'non_coding'
7.58548,2.09857,0.04347,'coding'
5.94661,2.74553,0.05149,'coding'
11.72420,2.58190,0.04399,'coding'
0.30994,1.79248,0.01911,'non_coding'
1.54667,1.58496,0.12373,'coding'
1.05233,0.91830,0.06474,'non_coding'
4.09366,2.74484,0.06766,'coding'
0.68863,2.41938,0.01344,'non_coding'
12.35452,2.81122,0.04619,'coding'
0.32321,1.58496,0.01058,'non_coding'
5.67526,2.69406,0.03252,'coding'
0.87524,1.84237,0.02667,'non_coding'
9.35605,2.81512,0.03750,'coding'
9.23129,2.73073,0.04187,'coding'
0.89738,2.41309,0.01489,'non_coding'
7.96985,2.63101,0.04119,'coding'
0.70639,1.00000,0.04115,'non_coding'
4.57042,2.94639,0.06437,'coding'
0.96528,2.23593,0.04022,'non_coding'
24.22397,2.26345,0.12716,'coding'
0.44118,2.28778,0.01103,'non_coding'
11.20687,2.69524,0.05249,'coding'
9.77337,2.60550,0.05959,'coding'
8.50352,1.78676,0.05138,'coding'
14.49684,2.29828,0.06104,'coding'
10.65388,2.60877,0.05838,'coding'
0.23210,2.91398,0.01154,'non_coding'
13.70332,2.58625,0.04019,'coding'
0.81795,2.15564,0.02052,'non_coding'
1.20543,2.68872,0.02803,'coding'
4.76190,2.66771,0.03580,'coding'
3.74290,2.65367,0.03357,'coding'
4.37037,2.24152,0.05713,'coding'
3.54561,2.61319,0.01866,'coding'
0.28588,1.57095,0.01415,'non_coding'
3.14646,2.11328,0.09535,'coding'
0.76389,1.95021,0.03183,'non_coding'
6.26866,2.74814,0.04678,'coding'
2.39572,2.69951,0.03206,'non_coding'
6.44335,2.43136,0.03174,'coding'
0.64780,2.52164,0.02445,'non_coding'
9.89095,2.44163,0.04590,'coding'
0.52100,1.14883,0.01222,'non_coding'
12.98940,2.31408,0.04590,'coding'
4.05333,2.60694,0.05404,'coding'
0.53667,2.72193,0.01775,'non_coding'
6.23810,2.76397,0.04570,'coding'
10.92169,2.75940,0.03467,'coding'
5.57546,2.04971,0.05548,'coding'
1.20040,2.54483,0.01016,'non_coding'
6.89718,2.46880,0.04676,'coding'
5.58025,2.85539,0.13778,'coding'
9.88671,2.22944,0.04308,'coding'
8.60000,3.03105,0.06143,'coding'
4.37531,1.53321,0.06482,'coding'
0.13751,2.66353,0.01698,'non_coding'
7.32581,2.54233,0.11016,'coding'
10.45916,2.73285,0.04618,'coding'
8.84902,2.77469,0.10411,'coding'
0.32431,2.58496,0.01507,'non_coding'
3.81921,3.14629,0.06473,'coding'
0.25836,2.73470,0.00468,'non_coding'
9.15566,2.66804,0.08637,'coding'
7.55706,2.39691,0.06808,'coding'
5.78222,2.13871,0.05140,'coding'
11.36683,2.67664,0.05712,'coding'
6.99746,1.97323,0.10683,'coding'
3.25822,2.44644,0.09178,'coding'
3.15400,1.93524,0.03689,'coding'
7.17204,2.14797,0.04627,'coding'
3.70922,2.44882,0.07892,'coding'
1.22481,2.58426,0.01899,'non_coding'
6.56272,2.67101,0.07057,'coding'
0.75079,2.23593,0.03804,'non_coding'
9.24438,2.89063,0.05193,'coding'
2.80047,1.64824,0.03944,'coding'
0.85242,1.52193,0.07047,'non_coding'
1.67500,2.79248,0.02094,'coding'
0.18841,2.52193,0.00546,'non_coding'
4.31391,2.57986,0.02647,'coding'
1.36983,2.60869,0.02000,'coding'
2.96857,2.29506,0.01999,'coding'
0.44980,2.73957,0.00837,'non_coding'
5.51553,2.74553,0.03426,'coding'
1.66667,1.00000,0.18519,'non_coding'
3.99048,2.45085,0.05701,'coding'
0.40543,1.79248,0.00793,'non_coding'
3.97563,2.56621,0.02325,'coding'
2.25700,3.00216,0.00948,'non_coding'
16.21024,2.30804,0.03801,'coding'
0.47228,2.21498,0.00801,'non_coding'
5.10211,2.49395,0.03593,'coding'
5.06452,2.12089,0.03630,'coding'
0.37976,2.25000,0.02421,'non_coding'
2.35467,2.79465,0.03767,'coding'
1.10985,2.58496,0.03000,'non_coding'
10.74983,2.30301,0.04397,'coding'
9.86607,2.21840,0.04404,'coding'
9.51913,2.80579,0.05202,'coding'
0.62716,2.87818,0.00850,'non_coding'
9.08172,2.22897,0.03203,'coding'
4.07491,2.84162,0.03052,'coding'
2.23280,1.75272,0.07088,'coding'
1.00546,2.41938,0.03297,'coding'
0.14874,1.50000,0.02889,'non_coding'
3.13365,2.94244,0.02956,'coding'
0.26944,1.50000,0.04298,'non_coding'
1.23984,2.58496,0.03024,'coding'
0.56682,2.23593,0.04853,'non_coding'
1.70531,2.72193,0.04943,'coding'
0.15722,1.58496,0.04398,'non_coding'
2.33333,2.29427,0.03646,'coding'
1.15686,2.33084,0.01512,'coding'
2.03670,2.78064,0.03737,'coding'
0.91991,2.40491,0.01195,'coding'
2.66667,2.92323,0.05178,'coding'
0.65657,2.72548,0.01990,'non_coding'
0.80591,2.48171,0.02040,'coding'
0.31868,1.58496,0.04789,'coding'
0.86559,2.05881,0.02792,'non_coding'
0.94779,1.58496,0.06187,'coding'
0.66667,1.58496,0.05333,'coding'
0.54667,1.58496,0.04373,'coding'
1.12817,1.58496,0.10240,'coding'
1.02100,2.00000,0.07823,'coding'
0.32580,1.58496,0.04053,'coding'
1.39628,2.25000,0.03119,'non_coding'
0.73118,2.00000,0.04717,'coding'
0.17166,0.91830,0.02773,'coding'
0.27477,2.52164,0.02384,'non_coding'
2.54430,2.01646,0.03221,'coding'
5.87283,2.43776,0.03395,'coding'
4.56065,2.54897,0.02614,'coding'
0.08340,1.92193,0.00462,'non_coding'
0.50000,1.58496,0.04167,'coding'
1.62366,2.05881,0.05238,'coding'
1.10349,2.32193,0.06070,'non_coding'
8.94964,2.57661,0.02292,'coding'
5.15586,2.69455,0.04774,'coding'
10.25694,2.80899,0.08547,'coding'
0.33665,3.13473,0.00482,'non_coding'
7.09275,2.11757,0.06168,'coding'
0.24242,2.50000,0.00882,'non_coding'
5.85484,2.99218,0.04722,'coding'
3.84494,2.33786,0.02434,'coding'
1.39031,1.87513,0.02377,'coding'
0.67376,2.58496,0.01745,'non_coding'
1.05882,2.22193,0.01557,'coding'
9.88269,2.64056,0.03443,'coding'
0.44068,2.18367,0.00747,'non_coding'
1.02123,2.28331,0.01301,'coding'
0.15385,2.72548,0.00473,'non_coding'
6.55939,2.26584,0.05026,'coding'
0.09638,2.50000,0.00902,'non_coding'
15.07424,2.71646,0.04388,'coding'
0.13324,2.52164,0.01416,'non_coding'
6.81781,2.29604,0.05520,'coding'
1.03704,1.00000,0.11523,'non_coding'
3.84127,2.55605,0.05226,'coding'
0.25943,1.00000,0.01845,'non_coding'
5.83718,2.75997,0.03853,'coding'
3.11278,2.33518,0.02340,'coding'
4.18868,3.00560,0.03952,'coding'
3.93438,2.20820,0.06196,'coding'
1.11778,2.23593,0.03550,'non_coding'
2.24525,2.93812,0.02327,'coding'
0.84211,1.00000,0.08864,'non_coding'
2.35193,2.37438,0.02019,'coding'
0.17460,0.91830,0.01663,'non_coding'
6.64444,2.57202,0.01969,'coding'
1.93492,2.15564,0.04796,'non_coding'
2.55471,2.61006,0.03900,'coding'
5.11183,2.94074,0.03330,'coding'
1.29004,2.87251,0.01675,'non_coding'
11.70673,2.56934,0.03909,'coding'
1.13496,1.50000,0.05549,'non_coding'
5.18637,2.78126,0.02555,'coding'
0.53005,2.41938,0.01738,'non_coding'
5.79101,2.91462,0.02298,'coding'
0.08531,2.41938,0.00618,'non_coding'
7.02973,2.86481,0.06601,'coding'
0.87698,2.78086,0.00658,'non_coding'
8.20833,2.43749,0.07329,'coding'
3.39899,2.46507,0.05150,'coding'
2.19952,2.68791,0.01263,'non_coding'
4.21053,2.59491,0.11080,'coding'
0.50794,1.91830,0.02419,'non_coding'
5.11728,2.75655,0.04738,'coding'
0.69671,2.29990,0.00657,'non_coding'
5.63333,2.72693,0.06259,'coding'
0.75524,2.00000,0.04439,'non_coding'
8.91239,2.07127,0.05385,'coding'
3.85586,3.02788,0.04168,'coding'
0.50144,2.00000,0.05121,'non_coding'
1.16667,2.41938,0.03889,'coding'
1.71287,1.92193,0.07451,'non_coding'
5.44411,2.67655,0.03289,'coding'
0.95533,2.75343,0.01970,'non_coding'
5.85542,2.41654,0.04703,'coding'
0.85753,1.50000,0.06937,'non_coding'
1.29825,2.59491,0.03416,'coding'
5.31519,2.68272,0.03616,'coding'
0.20411,2.98022,0.00294,'non_coding'
6.44479,2.50485,0.04066,'coding'
3.25253,2.19716,0.09856,'coding'
0.85778,2.56545,0.01755,'non_coding'
9.37290,2.00279,0.04734,'coding'
0.20959,2.86596,0.00205,'non_coding'
7.64470,2.64504,0.05926,'coding'
0.66023,2.22439,0.00984,'non_coding'
4.82823,2.51116,0.04927,'coding'
0.57576,2.25163,0.02617,'non_coding'
1.81874,2.59779,0.01676,'coding'
0.52231,2.00000,0.01585,'non_coding'
5.96106,2.85585,0.02786,'coding'
1.69651,2.00000,0.08789,'non_coding'
13.42880,2.68438,0.06519,'coding'
9.10330,2.55015,0.05817,'coding'
0.49287,2.59491,0.00438,'non_coding'
1.80000,2.49893,0.03600,'coding'
0.58333,2.00000,0.03646,'non_coding'
1.98824,2.35539,0.04678,'coding'
0.92754,1.58496,0.08066,'non_coding'
3.70303,2.23346,0.06733,'coding'
0.24691,1.50000,0.01829,'non_coding'
3.36132,2.69219,0.02566,'coding'
0.38710,2.41938,0.01249,'non_coding'
3.67089,2.22219,0.09293,'coding'
11.75372,2.76830,0.08078,'coding'
0.90081,2.97125,0.01901,'non_coding'
5.26049,2.55070,0.03484,'coding'
1.80187,2.64545,0.01447,'coding'
0.96706,2.95381,0.01699,'non_coding'
0.62222,2.41938,0.02074,'coding'
0.24536,1.00000,0.00923,'non_coding'
8.71354,2.25096,0.05446,'coding'
21.34987,2.39021,0.04074,'coding'
6.69630,2.67234,0.03720,'coding'
0.07675,1.58496,0.00960,'non_coding'
8.84329,2.41267,0.04594,'coding'
8.77011,2.42643,0.06720,'coding'
12.70550,2.80926,0.06168,'coding'
4.95087,2.85433,0.02862,'coding'
0.93016,2.14926,0.01772,'coding'
0.41667,0.91830,0.03472,'non_coding'
2.19091,2.39678,0.03983,'coding'
1.47826,2.87314,0.03214,'non_coding'
8.41044,2.79069,0.02993,'coding'
0.50958,2.29990,0.02191,'non_coding'
6.15182,2.38743,0.06091,'coding'
3.57158,2.88858,0.02342,'coding'
0.18868,2.52164,0.00712,'non_coding'
6.98025,2.74854,0.05171,'coding'
0.11492,2.25163,0.01383,'non_coding'
3.42763,2.15061,0.04510,'coding'
1.54950,2.08496,0.02449,'non_coding'
3.68473,2.96893,0.03630,'coding'
0.67290,2.32193,0.07479,'non_coding'
3.00351,3.09606,0.03162,'coding'
0.88867,1.50000,0.07610,'non_coding'
7.41737,2.61057,0.06233,'coding'
2.73786,2.78990,0.05316,'coding'
0.28952,2.82782,0.01122,'non_coding'
8.14083,2.46382,0.03155,'coding'
14.60509,2.57050,0.02933,'coding'
1.22404,2.05881,0.04013,'coding'
5.73176,2.66682,0.06783,'coding'
7.08029,2.61356,0.05168,'coding'
4.39744,2.68518,0.03383,'coding'
0.75373,2.15564,0.02953,'non_coding'
0.85490,2.28416,0.02012,'coding'
0.83333,1.92193,0.04386,'non_coding'
2.54264,1.91830,0.11826,'coding'
0.69565,1.58496,0.06049,'non_coding'
3.81452,2.10541,0.06152,'coding'
9.01381,2.30488,0.04980,'coding'
0.14679,3.03064,0.00269,'non_coding'
2.98444,2.81875,0.01467,'coding'
0.51019,2.23593,0.00820,'non_coding'
7.00483,2.31436,0.04061,'coding'
0.52632,1.92193,0.02770,'non_coding'
3.72954,2.50349,0.02654,'coding'
4.46713,2.74918,0.02073,'coding'
0.86382,2.00000,0.03330,'non_coding'
15.63953,2.49125,0.07274,'coding'
0.37610,2.53064,0.00745,'non_coding'
7.30340,2.68891,0.02523,'coding'
0.41507,1.58496,0.02066,'non_coding'
5.52000,2.63969,0.05520,'coding'
0.90834,1.50000,0.07481,'non_coding'
3.42812,3.09853,0.03249,'coding'
10.38492,2.61110,0.08242,'coding'
2.80738,2.86738,0.01116,'non_coding'
3.28752,2.56877,0.03116,'coding'
0.66250,2.25163,0.01656,'non_coding'
7.20988,2.64354,0.05341,'coding'
0.61652,1.00000,0.07756,'non_coding'
5.69822,2.94895,0.04690,'coding'
1.48387,2.00000,0.09573,'non_coding'
12.01013,2.77280,0.06081,'coding'
0.27273,2.25163,0.01240,'non_coding'
10.46063,2.82998,0.04618,'coding'
0.47924,2.52193,0.01500,'non_coding'
18.02498,2.53732,0.10389,'coding'
0.84674,2.66123,0.01947,'non_coding'
17.10229,2.61145,0.05222,'coding'
4.63008,2.37744,0.03764,'coding'
0.14356,2.34585,0.00405,'non_coding'
5.84327,2.69734,0.04101,'coding'
7.04257,2.88534,0.03049,'coding'
1.30871,2.92323,0.01495,'non_coding'
7.68190,2.67747,0.03899,'coding'
0.24490,2.23593,0.01000,'non_coding'
5.52549,2.82504,0.04334,'coding'
12.51801,2.60171,0.03811,'coding'
4.48466,2.47367,0.05503,'coding'
0.69565,1.58496,0.06049,'non_coding'
12.88889,2.86525,0.07672,'coding'
1.37416,2.50000,0.03750,'non_coding'
8.54846,2.47512,0.03766,'coding'
11.54790,2.67838,0.03457,'coding'
0.52778,2.94770,0.01759,'non_coding'
4.63700,2.85631,0.04855,'coding'
0.73618,2.00000,0.03092,'non_coding'
8.79876,2.06210,0.02968,'coding'
3.90741,2.77572,0.03101,'coding'
5.10362,2.67972,0.02993,'coding'
0.77508,1.58496,0.04667,'non_coding'
13.80846,2.76231,0.03852,'coding'
11.60215,2.41612,0.03402,'coding'
1.24511,1.00000,0.12687,'non_coding'
12.39587,2.16391,0.04795,'coding'
3.30909,2.78544,0.03008,'coding'
1.18496,2.52206,0.01445,'non_coding'
1.98851,2.69866,0.03428,'coding'
0.25000,2.58496,0.00625,'non_coding'
2.93282,3.04139,0.02274,'coding'
2.25225,2.41309,0.06087,'coding'
1.60833,1.79248,0.08042,'non_coding'
1.31667,2.35021,0.02194,'coding'
0.38765,2.86032,0.00269,'non_coding'
8.56835,2.81037,0.06164,'coding'
1.06036,2.64381,0.00652,'non_coding'
2.16346,2.73957,0.04161,'coding'
0.52670,1.50000,0.04082,'non_coding'
5.08525,2.75014,0.02601,'coding'
0.38346,2.80377,0.00419,'non_coding'
5.94089,2.58981,0.02927,'coding'
0.94792,2.28104,0.02962,'non_coding'
5.92287,2.59412,0.09790,'coding'
5.57479,2.68597,0.07147,'coding'
23.31186,2.41238,0.06826,'coding'
0.54682,1.90564,0.01400,'non_coding'
7.82537,2.61561,0.02877,'coding'
7.01925,2.86149,0.05068,'coding'
0.61267,2.68872,0.01866,'non_coding'
16.18471,2.54850,0.10309,'coding'
0.83333,2.25163,0.04167,'non_coding'
6.11583,2.30268,0.04723,'coding'
7.15404,2.80213,0.05420,'coding'
8.42447,2.78982,0.06310,'coding'
0.40536,2.44644,0.01230,'non_coding'
2.98444,2.98225,0.01467,'coding'
0.24057,2.15564,0.00893,'non_coding'
1.54000,2.82258,0.03080,'coding'
1.45122,2.22125,0.03540,'non_coding'
25.20147,2.44850,0.04460,'coding'
14.93215,2.16215,0.03117,'coding'
3.25214,2.40309,0.04169,'coding'
0.68027,2.52164,0.02777,'non_coding'
3.30667,2.71078,0.05291,'coding'
0.48511,2.25163,0.01653,'non_coding'
7.46401,1.46424,0.04959,'coding'
0.28148,2.68418,0.00417,'non_coding'
1.40625,2.61532,0.02197,'coding'
1.60000,2.98418,0.02370,'coding'
0.37749,2.23740,0.00353,'non_coding'
10.29857,2.72957,0.12636,'coding'
0.61967,2.25163,0.02524,'non_coding'
1.76286,2.09317,0.02366,'coding'
0.63843,1.58496,0.04159,'non_coding'
7.41167,2.66269,0.06831,'coding'
3.91039,2.73310,0.02803,'coding'
7.10282,2.47008,0.04815,'coding'
9.65935,2.20970,0.06056,'coding'
1.04350,2.04037,0.02089,'non_coding'
16.77381,2.31908,0.09984,'coding'
1.23344,2.77736,0.02528,'non_coding'
5.44969,2.50238,0.02571,'coding'
0.22695,1.37095,0.01403,'non_coding'
2.28803,2.97356,0.04443,'coding'
0.58165,1.79248,0.02221,'non_coding'
0.35028,2.50000,0.01187,'coding'
0.69126,3.00624,0.00613,'non_coding'
2.85374,2.89629,0.05824,'coding'
0.48344,1.50000,0.07823,'non_coding'
2.99048,2.59939,0.04272,'coding'
14.53089,2.97687,0.06650,'coding'
2.09117,2.89542,0.03575,'coding'
0.38500,2.52164,0.01824,'non_coding'
4.78836,2.52024,0.05067,'coding'
0.34749,1.58496,0.02027,'non_coding'
4.54966,2.62444,0.03714,'coding'
0.58993,2.57266,0.00677,'non_coding'
1.77987,2.20624,0.03358,'coding'
0.46809,1.84237,0.01992,'non_coding'
10.58012,2.51199,0.05440,'coding'
6.69259,2.88279,0.03718,'coding'
4.58160,2.41296,0.02719,'coding'
1.45098,1.00000,0.17070,'non_coding'
8.89730,2.72918,0.04646,'coding'
0.81265,2.25163,0.06047,'non_coding'
2.87719,2.54952,0.06057,'coding'
3.16082,2.98423,0.05545,'coding'
5.71521,2.60624,0.11097,'coding'
0.73564,2.63129,0.00585,'non_coding'
3.83481,2.31128,0.06787,'coding'
9.39587,2.62214,0.03751,'coding'
0.15330,2.05881,0.01917,'non_coding'
4.53333,2.59453,0.03126,'coding'
6.22989,2.55209,0.04774,'coding'
0.73427,2.32193,0.04729,'non_coding'
2.23786,3.05320,0.02249,'coding'
0.34433,2.44644,0.02105,'non_coding'
3.41350,2.41309,0.08642,'coding'
2.89597,2.01163,0.03689,'coding'
3.94118,2.23112,0.04637,'coding'
12.44890,2.57645,0.05872,'coding'
3.49513,2.77869,0.04088,'coding'
0.45602,2.28104,0.01500,'non_coding'
3.42570,2.47367,0.04127,'coding'
0.11084,2.00000,0.01665,'non_coding'
1.83727,1.92909,0.02893,'coding'
0.64022,0.91830,0.04977,'non_coding'
5.05039,1.73366,0.05873,'coding'
2.27345,2.25163,0.13333,'non_coding'
16.59506,2.94679,0.06310,'coding'
0.53247,2.71322,0.01281,'non_coding'
8.61132,2.48368,0.06499,'coding'
5.45351,2.29973,0.04681,'coding'
0.85508,1.79248,0.05708,'non_coding'
3.59238,2.39124,0.04106,'coding'
5.78458,2.46468,0.03935,'coding'
11.07109,2.90946,0.06381,'coding'
0.43206,2.25163,0.03029,'non_coding'
3.63012,2.49514,0.03184,'coding'
0.82927,1.91830,0.04045,'non_coding'
4.85166,2.61863,0.05080,'coding'
0.59050,2.41938,0.02721,'non_coding'
8.35316,2.87545,0.04733,'coding'
0.79167,1.79248,0.03958,'non_coding'
4.65060,3.01591,0.03735,'coding'
1.08129,2.52164,0.05703,'non_coding'
8.65376,2.37060,0.03047,'coding'
6.27146,2.47705,0.02910,'coding'
0.26592,2.97356,0.00556,'non_coding'
1.22222,2.44644,0.03395,'coding'
0.80645,1.50000,0.05203,'non_coding'
14.96443,2.18567,0.03397,'coding'
0.56437,2.33802,0.00313,'non_coding'
1.30108,2.64160,0.04197,'coding'
0.71473,1.92193,0.06367,'non_coding'
4.93762,2.70921,0.02887,'coding'
4.46207,2.94036,0.03077,'coding'
15.20366,2.91743,0.07257,'coding'
0.23106,1.98777,0.00525,'non_coding'
9.40155,2.72436,0.04373,'coding'
10.26444,2.70326,0.06240,'coding'
4.52625,2.59233,0.03564,'coding'
7.23932,2.11620,0.04641,'coding'
4.55637,2.78136,0.03350,'coding'
10.22826,2.24044,0.04447,'coding'
0.24815,2.85846,0.00853,'non_coding'
2.08034,3.13818,0.02134,'coding'
18.10839,2.53565,0.04673,'coding'
0.48182,2.25163,0.05785,'non_coding'
14.38659,2.70526,0.05166,'coding'
0.80983,2.74990,0.01053,'non_coding'
9.30667,2.61008,0.04380,'coding'
0.64422,2.46272,0.00668,'non_coding'
25.81250,2.36127,0.11950,'coding'
1.12702,1.92193,0.03633,'non_coding'
9.20716,2.55835,0.05202,'coding'
0.56463,2.12809,0.02305,'non_coding'
2.70598,2.51908,0.02775,'coding'
10.36293,1.71594,0.04382,'coding'
10.58150,2.93308,0.05814,'coding'
13.50969,2.12912,0.05236,'coding'
13.90909,2.93804,0.08158,'coding'
5.26054,2.66695,0.06047,'coding'
5.86881,2.64798,0.00670,'non_coding'
11.63369,2.56871,0.04185,'coding'
0.25862,2.25103,0.00446,'non_coding'
1.09685,2.73787,0.01482,'coding'
0.81387,2.43940,0.00826,'non_coding'
13.50463,2.52896,0.12504,'coding'
0.92593,2.50326,0.02939,'non_coding'
0.76995,2.37095,0.02169,'coding'
0.71333,2.52164,0.02853,'non_coding'
0.91371,1.58496,0.06613,'coding'
0.55862,0.91830,0.06481,'coding'
1.10138,2.65564,0.01403,'non_coding'
4.91373,1.94849,0.05781,'coding'
3.14530,2.90181,0.03226,'coding'
4.39406,2.61159,0.03406,'coding'
2.31711,2.41309,0.03508,'non_coding'
13.53188,1.89938,0.07394,'coding'
2.51785,2.43049,0.02016,'non_coding'
2.22947,2.27095,0.03231,'coding'
0.72317,1.75000,0.03681,'non_coding'
17.17976,2.84745,0.05996,'coding'
3.48485,2.19969,0.07920,'coding'
0.74319,2.60488,0.00821,'non_coding'
1.61333,2.29990,0.04302,'coding'
1.06521,2.35353,0.03119,'non_coding'
2.26975,2.53701,0.02624,'coding'
2.80795,2.77219,0.03719,'coding'
0.87112,1.92193,0.02778,'non_coding'
4.89202,2.77063,0.04593,'coding'
0.11755,2.59271,0.00455,'non_coding'
4.52137,2.98423,0.07729,'coding'
0.47982,1.58496,0.06652,'non_coding'
5.88365,2.77407,0.05551,'coding'
0.91854,2.11630,0.02662,'non_coding'
4.17908,2.95470,0.04446,'coding'
3.67183,2.29427,0.05693,'coding'
0.84127,1.90564,0.01090,'non_coding'
2.52575,2.70523,0.04107,'coding'
1.12438,2.44644,0.03356,'non_coding'
2.83721,2.58496,0.06598,'coding'
1.02120,2.45874,0.01078,'non_coding'
5.00000,2.75085,0.04808,'coding'
0.38702,1.25163,0.03101,'non_coding'
1.32035,2.66396,0.01715,'coding'
0.55758,2.15564,0.02028,'non_coding'
0.94048,2.38460,0.00746,'coding'
11.16723,2.01110,0.03786,'coding'
3.28254,2.26439,0.03126,'coding'
0.12555,2.46625,0.00628,'non_coding'
8.11185,2.59009,0.03605,'coding'
0.70253,1.92193,0.02955,'non_coding'
1.51559,2.48048,0.02181,'coding'
0.46377,1.58496,0.04033,'non_coding'
14.52704,2.60246,0.07035,'coding'
0.56612,2.07849,0.00733,'non_coding'
10.73311,2.47058,0.03626,'coding'
0.76155,1.25163,0.02221,'non_coding'
3.95556,2.33957,0.07534,'coding'
0.65863,2.62581,0.01587,'non_coding'
12.51431,2.54787,0.07677,'coding'
12.59144,2.85659,0.09799,'coding'
6.72587,3.10514,0.05194,'coding'
5.28620,2.64196,0.05340,'coding'
1.00942,0.91830,0.05523,'non_coding'
7.58761,2.34151,0.02686,'coding'
0.56405,2.66123,0.01811,'non_coding'
9.91770,2.41509,0.03498,'coding'
1.10669,2.81104,0.01526,'non_coding'
3.93137,2.66596,0.05781,'coding'
18.94105,2.69079,0.04820,'coding'
13.32284,2.49429,0.04658,'coding'
0.66638,2.41938,0.01109,'non_coding'
2.67037,2.92215,0.02967,'coding'
2.03261,2.41160,0.04419,'coding'
0.34278,2.87212,0.00204,'non_coding'
21.79810,2.47452,0.05389,'coding'
5.48019,1.75056,0.03177,'coding'
0.49184,3.10092,0.00688,'non_coding'
5.24603,2.25094,0.04164,'coding'
0.73504,1.92193,0.03769,'non_coding'
1.63285,1.77095,0.04733,'coding'
0.75449,2.44644,0.01852,'non_coding'
3.43287,2.55260,0.02384,'coding'
3.90000,2.90347,0.04588,'coding'
0.48849,2.98346,0.00494,'non_coding'
2.63508,2.90054,0.01722,'coding'
0.73333,2.50000,0.02667,'non_coding'
4.70707,2.97181,0.04075,'coding'
1.02794,2.23593,0.03178,'non_coding'
2.97949,2.26012,0.03056,'coding'
0.67256,1.52193,0.03652,'non_coding'
3.33580,2.80370,0.04942,'coding'
0.20774,2.35539,0.00454,'non_coding'
4.25610,2.30127,0.05190,'coding'
0.65313,1.92119,0.01136,'non_coding'
9.87970,2.64873,0.04952,'coding'
4.19737,2.89249,0.03682,'coding'
13.54489,2.70144,0.07224,'coding'
6.86815,2.93882,0.06105,'coding'
0.67257,3.15564,0.00963,'non_coding'
1.15618,2.73855,0.01617,'coding'
1.00980,2.32193,0.02970,'coding'
0.76812,1.58496,0.06679,'non_coding'
8.01592,2.78257,0.04503,'coding'
1.31373,1.00000,0.15456,'non_coding'
4.58095,3.06435,0.03272,'coding'
5.64583,2.70767,0.03921,'coding'
9.94600,3.06381,0.05556,'coding'
0.85185,2.00000,0.06310,'non_coding'
2.01766,2.55605,0.02672,'coding'
0.36223,2.40564,0.03062,'non_coding'
12.39687,2.51088,0.06849,'coding'
0.49462,1.92193,0.01939,'non_coding'
3.14724,3.00687,0.03862,'coding'
0.34749,2.25000,0.02020,'non_coding'
1.07299,2.96596,0.01566,'coding'
2.30335,2.99917,0.02437,'coding'
1.44912,2.54952,0.03051,'coding'
0.89521,2.32193,0.02216,'non_coding'
